제조사,모델명,연월,판매량
벤츠,A-Class,2025-09-01,0
벤츠,A-Class,2025-10-01,0
벤츠,A-Class,2025-11-01,0
벤츠,A-Class,2025-12-01,1
벤츠,EQS,2025-01-01,0
벤츠,EQS,2025-02-01,0
벤츠,EQS,2025-03-01,1
벤츠,EQS,2025-04-01,4
벤츠,EQS,2025-05-01,2
벤츠,EQS,2025-06-01,1
벤츠,EQS,2025-07-01,4
벤츠,EQS,2025-08-01,2
벤츠,EQS,2025-09-01,8
벤츠,EQS,2025-10-01,8
벤츠,EQS,2025-11-01,2
벤츠,EQS,2025-12-01,1
아우디,The new A5,2025-01-01,0
아우디,The new A5,2025-02-01,0
아우디,The new A5,2025-03-01,0
아우디,The new A5,2025-04-01,0
아우디,The new A5,2025-05-01,0
아우디,The new A5,2025-06-01,10
아우디,The new A5,2025-07-01,130
아우디,The new A5,2025-08-01,97
아우디,The new A5,2025-09-01,101
아우디,The new A5,2025-10-01,131
아우디,The new A5,2025-11-01,190
아우디,The new A5,2025-12-01,277
아우디,The new Q5,2025-01-01,0
아우디,The new Q5,2025-02-01,0
아우디,The new Q5,2025-03-01,0
아우디,The new Q5,2025-04-01,0
아우디,The new Q5,2025-05-01,0
아우디,The new Q5,2025-06-01,10
아우디,The new Q5,2025-07-01,102
아우디,The new Q5,2025-08-01,89
아우디,The new Q5,2025-09-01,109
아우디,The new Q5,2025-10-01,154
아우디,The new Q5,2025-11-01,141
아우디,The new Q5,2025-12-01,191
아우디,A3,2025-01-01,0
아우디,A3,2025-02-01,28
아우디,A3,2025-03-01,31
아우디,A3,2025-04-01,78
아우디,A3,2025-05-01,136
아우디,A3,2025-06-01,166
아우디,A3,2025-07-01,127
아우디,A3,2025-08-01,34
아우디,A3,2025-09-01,66
아우디,A3,2025-10-01,83
아우디,A3,2025-11-01,57
아우디,A3,2025-12-01,109
아우디,A6 e-tron,2025-01-01,0
아우디,A6 e-tron,2025-02-01,0
아우디,A6 e-tron,2025-03-01,0
아우디,A6 e-tron,2025-04-01,0
아우디,A6 e-tron,2025-05-01,0
아우디,A6 e-tron,2025-06-01,0
아우디,A6 e-tron,2025-07-01,0
아우디,A6 e-tron,2025-08-01,32
아우디,A6 e-tron,2025-09-01,45
아우디,A6 e-tron,2025-10-01,27
아우디,A6 e-tron,2025-11-01,37
아우디,A6 e-tron,2025-12-01,37
아우디,Q8,2025-01-01,24
아우디,Q8,2025-02-01,38
아우디,Q8,2025-03-01,31
아우디,Q8,2025-04-01,32
아우디,Q8,2025-05-01,44
아우디,Q8,2025-06-01,49
아우디,Q8,2025-07-01,52
아우디,Q8,2025-08-01,39
아우디,Q8,2025-09-01,24
아우디,Q8,2025-10-01,24
아우디,Q8,2025-11-01,42
아우디,Q8,2025-12-01,28
아우디,Q3,2025-01-01,42
아우디,Q3,2025-02-01,61
아우디,Q3,2025-03-01,86
아우디,Q3,2025-04-01,131
아우디,Q3,2025-05-01,155
아우디,Q3,2025-06-01,139
아우디,Q3,2025-07-01,100
아우디,Q3,2025-08-01,84
아우디,Q3,2025-09-01,63
아우디,Q3,2025-10-01,51
아우디,Q3,2025-11-01,40
아우디,Q3,2025-12-01,26
아우디,Q6 e-tron,2025-01-01,0
아우디,Q6 e-tron,2025-02-01,5
아우디,Q6 e-tron,2025-03-01,35
아우디,Q6 e-tron,2025-04-01,41
아우디,Q6 e-tron,2025-05-01,51
아우디,Q6 e-tron,2025-06-01,86
아우디,Q6 e-tron,2025-07-01,123
아우디,Q6 e-tron,2025-08-01,290
아우디,Q6 e-tron,2025-09-01,314
아우디,Q6 e-tron,2025-10-01,63
아우디,Q6 e-tron,2025-11-01,71
아우디,Q6 e-tron,2025-12-01,18
아우디,A6,2025-01-01,42
아우디,A6,2025-02-01,120
아우디,A6,2025-03-01,288
아우디,A6,2025-04-01,292
아우디,A6,2025-05-01,229
아우디,A6,2025-06-01,70
아우디,A6,2025-07-01,56
아우디,A6,2025-08-01,19
아우디,A6,2025-09-01,11
아우디,A6,2025-10-01,14
아우디,A6,2025-11-01,23
아우디,A6,2025-12-01,16
아우디,Q7,2025-01-01,12
아우디,Q7,2025-02-01,13
아우디,Q7,2025-03-01,28
아우디,Q7,2025-04-01,26
아우디,Q7,2025-05-01,22
아우디,Q7,2025-06-01,25
아우디,Q7,2025-07-01,39
아우디,Q7,2025-08-01,48
아우디,Q7,2025-09-01,40
아우디,Q7,2025-10-01,53
아우디,Q7,2025-11-01,35
아우디,Q7,2025-12-01,16
아우디,Q4 e-tron,2025-01-01,41
아우디,Q4 e-tron,2025-02-01,258
아우디,Q4 e-tron,2025-03-01,485
아우디,Q4 e-tron,2025-04-01,77
아우디,Q4 e-tron,2025-05-01,303
아우디,Q4 e-tron,2025-06-01,347
아우디,Q4 e-tron,2025-07-01,430
아우디,Q4 e-tron,2025-08-01,444
아우디,Q4 e-tron,2025-09-01,582
아우디,Q4 e-tron,2025-10-01,19
아우디,Q4 e-tron,2025-11-01,12
아우디,Q4 e-tron,2025-12-01,13
아우디,A7,2025-01-01,22
아우디,A7,2025-02-01,21
아우디,A7,2025-03-01,38
아우디,A7,2025-04-01,74
아우디,A7,2025-05-01,31
아우디,A7,2025-06-01,45
아우디,A7,2025-07-01,47
아우디,A7,2025-08-01,47
아우디,A7,2025-09-01,55
아우디,A7,2025-10-01,48
아우디,A7,2025-11-01,33
아우디,A7,2025-12-01,7
아우디,Q8 e-tron,2025-01-01,5
아우디,Q8 e-tron,2025-02-01,1
아우디,Q8 e-tron,2025-03-01,7
아우디,Q8 e-tron,2025-04-01,3
아우디,Q8 e-tron,2025-05-01,2
아우디,Q8 e-tron,2025-06-01,1
아우디,Q8 e-tron,2025-07-01,1
아우디,Q8 e-tron,2025-08-01,0
아우디,Q8 e-tron,2025-09-01,0
아우디,Q8 e-tron,2025-10-01,3
아우디,Q8 e-tron,2025-11-01,7
아우디,Q8 e-tron,2025-12-01,7
아우디,A8,2025-01-01,5
아우디,A8,2025-02-01,9
아우디,A8,2025-03-01,3
아우디,A8,2025-04-01,5
아우디,A8,2025-05-01,3
아우디,A8,2025-06-01,5
아우디,A8,2025-07-01,7
아우디,A8,2025-08-01,5
아우디,A8,2025-09-01,5
아우디,A8,2025-10-01,9
아우디,A8,2025-11-01,11
아우디,A8,2025-12-01,3
아우디,A4,2025-01-01,28
아우디,A4,2025-02-01,9
아우디,A4,2025-03-01,11
아우디,A4,2025-04-01,7
아우디,A4,2025-05-01,3
아우디,A4,2025-06-01,3
아우디,A4,2025-07-01,3
아우디,A4,2025-08-01,6
아우디,A4,2025-09-01,3
아우디,A4,2025-10-01,1
아우디,A4,2025-11-01,0
아우디,A4,2025-12-01,1
테슬라,Model Y,2025-01-01,0
테슬라,Model Y,2025-02-01,0
테슬라,Model Y,2025-03-01,11
테슬라,Model Y,2025-04-01,804
테슬라,Model Y,2025-05-01,6237
테슬라,Model Y,2025-06-01,6162
테슬라,Model Y,2025-07-01,6559
테슬라,Model Y,2025-08-01,6683
테슬라,Model Y,2025-09-01,8361
테슬라,Model Y,2025-10-01,3712
테슬라,Model Y,2025-11-01,6180
테슬라,Model Y,2025-12-01,3478
테슬라,Model 3,2025-01-01,0
테슬라,Model 3,2025-02-01,109
테슬라,Model 3,2025-03-01,2344
테슬라,Model 3,2025-04-01,638
테슬라,Model 3,2025-05-01,330
테슬라,Model 3,2025-06-01,210
테슬라,Model 3,2025-07-01,798
테슬라,Model 3,2025-08-01,1291
테슬라,Model 3,2025-09-01,708
테슬라,Model 3,2025-10-01,636
테슬라,Model 3,2025-11-01,1412
테슬라,Model 3,2025-12-01,349
테슬라,Cybertruck,2025-01-01,0
테슬라,Cybertruck,2025-02-01,0
테슬라,Cybertruck,2025-03-01,0
테슬라,Cybertruck,2025-04-01,0
테슬라,Cybertruck,2025-05-01,0
테슬라,Cybertruck,2025-06-01,0
테슬라,Cybertruck,2025-07-01,0
테슬라,Cybertruck,2025-08-01,0
테슬라,Cybertruck,2025-09-01,0
테슬라,Cybertruck,2025-10-01,1
테슬라,Cybertruck,2025-11-01,32
테슬라,Cybertruck,2025-12-01,319
테슬라,Model X,2025-01-01,5
테슬라,Model X,2025-02-01,58
테슬라,Model X,2025-03-01,40
테슬라,Model X,2025-04-01,1
테슬라,Model X,2025-05-01,2
테슬라,Model X,2025-06-01,2
테슬라,Model X,2025-07-01,0
테슬라,Model X,2025-08-01,0
테슬라,Model X,2025-09-01,0
테슬라,Model X,2025-10-01,0
테슬라,Model X,2025-11-01,6
테슬라,Model X,2025-12-01,138
테슬라,Model S,2025-01-01,0
테슬라,Model S,2025-02-01,15
테슬라,Model S,2025-03-01,18
테슬라,Model S,2025-04-01,4
테슬라,Model S,2025-05-01,1
테슬라,Model S,2025-06-01,3
테슬라,Model S,2025-07-01,0
테슬라,Model S,2025-08-01,0
테슬라,Model S,2025-09-01,0
테슬라,Model S,2025-10-01,1
테슬라,Model S,2025-11-01,2
테슬라,Model S,2025-12-01,38
캐딜락,The New Escalade,2025-01-01,0
캐딜락,The New Escalade,2025-02-01,0
캐딜락,The New Escalade,2025-03-01,0
캐딜락,The New Escalade,2025-04-01,61
캐딜락,The New Escalade,2025-05-01,85
캐딜락,The New Escalade,2025-06-01,53
캐딜락,The New Escalade,2025-07-01,46
캐딜락,The New Escalade,2025-08-01,47
캐딜락,The New Escalade,2025-09-01,83
캐딜락,The New Escalade,2025-10-01,58
캐딜락,The New Escalade,2025-11-01,34
캐딜락,The New Escalade,2025-12-01,46
캐딜락,Lyriq,2025-01-01,4
캐딜락,Lyriq,2025-02-01,3
캐딜락,Lyriq,2025-03-01,19
캐딜락,Lyriq,2025-04-01,6
캐딜락,Lyriq,2025-05-01,12
캐딜락,Lyriq,2025-06-01,10
캐딜락,Lyriq,2025-07-01,15
캐딜락,Lyriq,2025-08-01,10
캐딜락,Lyriq,2025-09-01,12
캐딜락,Lyriq,2025-10-01,13
캐딜락,Lyriq,2025-11-01,39
캐딜락,Lyriq,2025-12-01,38
캐딜락,Escalade IQ,2025-01-01,0
캐딜락,Escalade IQ,2025-02-01,0
캐딜락,Escalade IQ,2025-03-01,0
캐딜락,Escalade IQ,2025-04-01,0
캐딜락,Escalade IQ,2025-05-01,0
캐딜락,Escalade IQ,2025-06-01,0
캐딜락,Escalade IQ,2025-07-01,0
캐딜락,Escalade IQ,2025-08-01,0
캐딜락,Escalade IQ,2025-09-01,2
캐딜락,Escalade IQ,2025-10-01,0
캐딜락,Escalade IQ,2025-11-01,5
캐딜락,Escalade IQ,2025-12-01,9
마세라티,Grecale Folgore,2025-01-01,0
마세라티,Grecale Folgore,2025-02-01,0
마세라티,Grecale Folgore,2025-03-01,7
마세라티,Grecale Folgore,2025-04-01,2
마세라티,Grecale Folgore,2025-05-01,8
마세라티,Grecale Folgore,2025-06-01,2
마세라티,Grecale Folgore,2025-07-01,4
마세라티,Grecale Folgore,2025-08-01,1
마세라티,Grecale Folgore,2025-09-01,3
마세라티,Grecale Folgore,2025-10-01,3
마세라티,Grecale Folgore,2025-11-01,30
마세라티,Grecale Folgore,2025-12-01,32
마세라티,Grecale,2025-01-01,11
마세라티,Grecale,2025-02-01,29
마세라티,Grecale,2025-03-01,13
마세라티,Grecale,2025-04-01,3
마세라티,Grecale,2025-05-01,7
마세라티,Grecale,2025-06-01,14
마세라티,Grecale,2025-07-01,24
마세라티,Grecale,2025-08-01,25
마세라티,Grecale,2025-09-01,25
마세라티,Grecale,2025-10-01,16
마세라티,Grecale,2025-11-01,9
마세라티,Grecale,2025-12-01,10
마세라티,GranTurismo,2025-01-01,2
마세라티,GranTurismo,2025-02-01,1
마세라티,GranTurismo,2025-03-01,2
마세라티,GranTurismo,2025-04-01,0
마세라티,GranTurismo,2025-05-01,2
마세라티,GranTurismo,2025-06-01,0
마세라티,GranTurismo,2025-07-01,0
마세라티,GranTurismo,2025-08-01,0
마세라티,GranTurismo,2025-09-01,1
마세라티,GranTurismo,2025-10-01,1
마세라티,GranTurismo,2025-11-01,0
마세라티,GranTurismo,2025-12-01,1
마세라티,MC20,2025-01-01,0
마세라티,MC20,2025-02-01,0
마세라티,MC20,2025-03-01,1
마세라티,MC20,2025-04-01,1
마세라티,MC20,2025-05-01,0
마세라티,MC20,2025-06-01,0
마세라티,MC20,2025-07-01,0
마세라티,MC20,2025-08-01,0
마세라티,MC20,2025-09-01,0
마세라티,MC20,2025-10-01,0
마세라티,MC20,2025-11-01,0
마세라티,MC20,2025-12-01,1
BYD,SEALION 7,2025-01-01,0
BYD,SEALION 7,2025-02-01,0
BYD,SEALION 7,2025-03-01,0
BYD,SEALION 7,2025-04-01,0
BYD,SEALION 7,2025-05-01,0
BYD,SEALION 7,2025-06-01,0
BYD,SEALION 7,2025-07-01,0
BYD,SEALION 7,2025-08-01,3
BYD,SEALION 7,2025-09-01,825
BYD,SEALION 7,2025-10-01,513
BYD,SEALION 7,2025-11-01,680
BYD,SEALION 7,2025-12-01,641
BYD,ATTO 3,2025-01-01,0
BYD,ATTO 3,2025-02-01,0
BYD,ATTO 3,2025-03-01,10
BYD,ATTO 3,2025-04-01,543
BYD,ATTO 3,2025-05-01,513
BYD,ATTO 3,2025-06-01,214
BYD,ATTO 3,2025-07-01,254
BYD,ATTO 3,2025-08-01,230
BYD,ATTO 3,2025-09-01,145
BYD,ATTO 3,2025-10-01,264
BYD,ATTO 3,2025-11-01,444
BYD,ATTO 3,2025-12-01,459
BYD,SEAL,2025-01-01,0
BYD,SEAL,2025-02-01,0
BYD,SEAL,2025-03-01,0
BYD,SEAL,2025-04-01,0
BYD,SEAL,2025-05-01,0
BYD,SEAL,2025-06-01,6
BYD,SEAL,2025-07-01,38
BYD,SEAL,2025-08-01,136
BYD,SEAL,2025-09-01,50
BYD,SEAL,2025-10-01,47
BYD,SEAL,2025-11-01,40
BYD,SEAL,2025-12-01,52
볼보,XC60,2025-01-01,0
볼보,XC60,2025-02-01,0
볼보,XC60,2025-03-01,0
볼보,XC60,2025-04-01,0
볼보,XC60,2025-05-01,0
볼보,XC60,2025-06-01,0
볼보,XC60,2025-07-01,0
볼보,XC60,2025-08-01,563
볼보,XC60,2025-09-01,620
볼보,XC60,2025-10-01,468
볼보,XC60,2025-11-01,605
볼보,XC60,2025-12-01,683
볼보,XC40,2025-01-01,196
볼보,XC40,2025-02-01,229
볼보,XC40,2025-03-01,242
볼보,XC40,2025-04-01,223
볼보,XC40,2025-05-01,215
볼보,XC40,2025-06-01,226
볼보,XC40,2025-07-01,145
볼보,XC40,2025-08-01,166
볼보,XC40,2025-09-01,290
볼보,XC40,2025-10-01,363
볼보,XC40,2025-11-01,257
볼보,XC40,2025-12-01,297
볼보,S90,2025-01-01,0
볼보,S90,2025-02-01,0
볼보,S90,2025-03-01,0
볼보,S90,2025-04-01,0
볼보,S90,2025-05-01,0
볼보,S90,2025-06-01,0
볼보,S90,2025-07-01,91
볼보,S90,2025-08-01,190
볼보,S90,2025-09-01,94
볼보,S90,2025-10-01,289
볼보,S90,2025-11-01,218
볼보,S90,2025-12-01,189
볼보,XC90,2025-01-01,0
볼보,XC90,2025-02-01,0
볼보,XC90,2025-03-01,0
볼보,XC90,2025-04-01,0
볼보,XC90,2025-05-01,0
볼보,XC90,2025-06-01,0
볼보,XC90,2025-07-01,264
볼보,XC90,2025-08-01,203
볼보,XC90,2025-09-01,198
볼보,XC90,2025-10-01,159
볼보,XC90,2025-11-01,196
볼보,XC90,2025-12-01,184
볼보,V60 Cross Country,2025-01-01,71
볼보,V60 Cross Country,2025-02-01,67
볼보,V60 Cross Country,2025-03-01,62
볼보,V60 Cross Country,2025-04-01,76
볼보,V60 Cross Country,2025-05-01,61
볼보,V60 Cross Country,2025-06-01,64
볼보,V60 Cross Country,2025-07-01,23
볼보,V60 Cross Country,2025-08-01,44
볼보,V60 Cross Country,2025-09-01,58
볼보,V60 Cross Country,2025-10-01,53
볼보,V60 Cross Country,2025-11-01,79
볼보,V60 Cross Country,2025-12-01,69
볼보,EX30,2025-01-01,62
볼보,EX30,2025-02-01,2
볼보,EX30,2025-03-01,478
볼보,EX30,2025-04-01,116
볼보,EX30,2025-05-01,149
볼보,EX30,2025-06-01,105
볼보,EX30,2025-07-01,68
볼보,EX30,2025-08-01,52
볼보,EX30,2025-09-01,75
볼보,EX30,2025-10-01,35
볼보,EX30,2025-11-01,41
볼보,EX30,2025-12-01,45
볼보,EX30 CC,2025-01-01,0
볼보,EX30 CC,2025-02-01,0
볼보,EX30 CC,2025-03-01,0
볼보,EX30 CC,2025-04-01,0
볼보,EX30 CC,2025-05-01,0
볼보,EX30 CC,2025-06-01,0
볼보,EX30 CC,2025-07-01,0
볼보,EX30 CC,2025-08-01,4
볼보,EX30 CC,2025-09-01,36
볼보,EX30 CC,2025-10-01,46
볼보,EX30 CC,2025-11-01,37
볼보,EX30 CC,2025-12-01,38
볼보,V90 Cross Country,2025-01-01,15
볼보,V90 Cross Country,2025-02-01,15
볼보,V90 Cross Country,2025-03-01,18
볼보,V90 Cross Country,2025-04-01,26
볼보,V90 Cross Country,2025-05-01,15
볼보,V90 Cross Country,2025-06-01,11
볼보,V90 Cross Country,2025-07-01,14
볼보,V90 Cross Country,2025-08-01,16
볼보,V90 Cross Country,2025-09-01,17
볼보,V90 Cross Country,2025-10-01,22
볼보,V90 Cross Country,2025-11-01,23
볼보,V90 Cross Country,2025-12-01,10
폭스바겐,Atlas,2025-01-01,0
폭스바겐,Atlas,2025-02-01,0
폭스바겐,Atlas,2025-03-01,0
폭스바겐,Atlas,2025-04-01,0
폭스바겐,Atlas,2025-05-01,24
폭스바겐,Atlas,2025-06-01,66
폭스바겐,Atlas,2025-07-01,37
폭스바겐,Atlas,2025-08-01,96
폭스바겐,Atlas,2025-09-01,92
폭스바겐,Atlas,2025-10-01,110
폭스바겐,Atlas,2025-11-01,136
폭스바겐,Atlas,2025-12-01,271
폭스바겐,Golf,2025-01-01,0
폭스바겐,Golf,2025-02-01,0
폭스바겐,Golf,2025-03-01,67
폭스바겐,Golf,2025-04-01,89
폭스바겐,Golf,2025-05-01,80
폭스바겐,Golf,2025-06-01,147
폭스바겐,Golf,2025-07-01,160
폭스바겐,Golf,2025-08-01,123
폭스바겐,Golf,2025-09-01,46
폭스바겐,Golf,2025-10-01,12
폭스바겐,Golf,2025-11-01,184
폭스바겐,Golf,2025-12-01,196
폭스바겐,Touareg,2025-01-01,35
폭스바겐,Touareg,2025-02-01,67
폭스바겐,Touareg,2025-03-01,70
폭스바겐,Touareg,2025-04-01,87
폭스바겐,Touareg,2025-05-01,33
폭스바겐,Touareg,2025-06-01,21
폭스바겐,Touareg,2025-07-01,23
폭스바겐,Touareg,2025-08-01,21
폭스바겐,Touareg,2025-09-01,42
폭스바겐,Touareg,2025-10-01,20
폭스바겐,Touareg,2025-11-01,70
폭스바겐,Touareg,2025-12-01,157
폭스바겐,ID.5,2025-01-01,1
폭스바겐,ID.5,2025-02-01,0
폭스바겐,ID.5,2025-03-01,4
폭스바겐,ID.5,2025-04-01,9
폭스바겐,ID.5,2025-05-01,288
폭스바겐,ID.5,2025-06-01,261
폭스바겐,ID.5,2025-07-01,79
폭스바겐,ID.5,2025-08-01,91
폭스바겐,ID.5,2025-09-01,30
폭스바겐,ID.5,2025-10-01,1
폭스바겐,ID.5,2025-11-01,62
폭스바겐,ID.5,2025-12-01,1
토요타,RAV4,2025-01-01,41
토요타,RAV4,2025-02-01,29
토요타,RAV4,2025-03-01,296
토요타,RAV4,2025-04-01,189
토요타,RAV4,2025-05-01,189
토요타,RAV4,2025-06-01,248
토요타,RAV4,2025-07-01,223
토요타,RAV4,2025-08-01,165
토요타,RAV4,2025-09-01,207
토요타,RAV4,2025-10-01,226
토요타,RAV4,2025-11-01,249
토요타,RAV4,2025-12-01,316
토요타,Camry,2025-01-01,125
토요타,Camry,2025-02-01,221
토요타,Camry,2025-03-01,299
토요타,Camry,2025-04-01,219
토요타,Camry,2025-05-01,148
토요타,Camry,2025-06-01,178
토요타,Camry,2025-07-01,163
토요타,Camry,2025-08-01,158
토요타,Camry,2025-09-01,213
토요타,Camry,2025-10-01,185
토요타,Camry,2025-11-01,176
토요타,Camry,2025-12-01,234
토요타,Alphard,2025-01-01,93
토요타,Alphard,2025-02-01,71
토요타,Alphard,2025-03-01,128
토요타,Alphard,2025-04-01,156
토요타,Alphard,2025-05-01,113
토요타,Alphard,2025-06-01,116
토요타,Alphard,2025-07-01,164
토요타,Alphard,2025-08-01,134
토요타,Alphard,2025-09-01,160
토요타,Alphard,2025-10-01,156
토요타,Alphard,2025-11-01,127
토요타,Alphard,2025-12-01,141
토요타,Crown,2025-01-01,46
토요타,Crown,2025-02-01,104
토요타,Crown,2025-03-01,56
토요타,Crown,2025-04-01,43
토요타,Crown,2025-05-01,92
토요타,Crown,2025-06-01,53
토요타,Crown,2025-07-01,88
토요타,Crown,2025-08-01,96
토요타,Crown,2025-09-01,92
토요타,Crown,2025-10-01,40
토요타,Crown,2025-11-01,72
토요타,Crown,2025-12-01,95
토요타,Prius,2025-01-01,55
토요타,Prius,2025-02-01,94
토요타,Prius,2025-03-01,67
토요타,Prius,2025-04-01,86
토요타,Prius,2025-05-01,99
토요타,Prius,2025-06-01,108
토요타,Prius,2025-07-01,104
토요타,Prius,2025-08-01,118
토요타,Prius,2025-09-01,105
토요타,Prius,2025-10-01,77
토요타,Prius,2025-11-01,95
토요타,Prius,2025-12-01,93
토요타,Sienna,2025-01-01,64
토요타,Sienna,2025-02-01,81
토요타,Sienna,2025-03-01,148
토요타,Sienna,2025-04-01,112
토요타,Sienna,2025-05-01,56
토요타,Sienna,2025-06-01,67
토요타,Sienna,2025-07-01,14
토요타,Sienna,2025-08-01,129
토요타,Sienna,2025-09-01,90
토요타,Sienna,2025-10-01,82
토요타,Sienna,2025-11-01,82
토요타,Sienna,2025-12-01,77
토요타,Highlander,2025-01-01,0
토요타,Highlander,2025-02-01,12
토요타,Highlander,2025-03-01,28
토요타,Highlander,2025-04-01,34
토요타,Highlander,2025-05-01,12
토요타,Highlander,2025-06-01,15
토요타,Highlander,2025-07-01,3
토요타,Highlander,2025-08-01,75
토요타,Highlander,2025-09-01,37
토요타,Highlander,2025-10-01,28
토요타,Highlander,2025-11-01,26
토요타,Highlander,2025-12-01,34
토요타,GR 86,2025-01-01,6
토요타,GR 86,2025-02-01,11
토요타,GR 86,2025-03-01,11
토요타,GR 86,2025-04-01,41
토요타,GR 86,2025-05-01,16
토요타,GR 86,2025-06-01,24
토요타,GR 86,2025-07-01,20
토요타,GR 86,2025-08-01,8
토요타,GR 86,2025-09-01,8
토요타,GR 86,2025-10-01,19
토요타,GR 86,2025-11-01,37
토요타,GR 86,2025-12-01,23
렉서스,ES,2025-01-01,632
렉서스,ES,2025-02-01,620
렉서스,ES,2025-03-01,583
렉서스,ES,2025-04-01,569
렉서스,ES,2025-05-01,421
렉서스,ES,2025-06-01,467
렉서스,ES,2025-07-01,460
렉서스,ES,2025-08-01,495
렉서스,ES,2025-09-01,614
렉서스,ES,2025-10-01,614
렉서스,ES,2025-11-01,648
렉서스,ES,2025-12-01,721
렉서스,NX,2025-01-01,272
렉서스,NX,2025-02-01,387
렉서스,NX,2025-03-01,438
렉서스,NX,2025-04-01,430
렉서스,NX,2025-05-01,403
렉서스,NX,2025-06-01,394
렉서스,NX,2025-07-01,459
렉서스,NX,2025-08-01,326
렉서스,NX,2025-09-01,324
렉서스,NX,2025-10-01,219
렉서스,NX,2025-11-01,77
렉서스,NX,2025-12-01,104
렉서스,UX,2025-01-01,51
렉서스,UX,2025-02-01,108
렉서스,UX,2025-03-01,108
렉서스,UX,2025-04-01,66
렉서스,UX,2025-05-01,67
렉서스,UX,2025-06-01,73
렉서스,UX,2025-07-01,92
렉서스,UX,2025-08-01,70
렉서스,UX,2025-09-01,97
렉서스,UX,2025-10-01,100
렉서스,UX,2025-11-01,81
렉서스,UX,2025-12-01,69
렉서스,LM,2025-01-01,45
렉서스,LM,2025-02-01,45
렉서스,LM,2025-03-01,45
렉서스,LM,2025-04-01,37
렉서스,LM,2025-05-01,45
렉서스,LM,2025-06-01,41
렉서스,LM,2025-07-01,51
렉서스,LM,2025-08-01,69
렉서스,LM,2025-09-01,55
렉서스,LM,2025-10-01,66
렉서스,LM,2025-11-01,38
렉서스,LM,2025-12-01,36
렉서스,LX,2025-01-01,2
렉서스,LX,2025-02-01,20
렉서스,LX,2025-03-01,47
렉서스,LX,2025-04-01,53
렉서스,LX,2025-05-01,27
렉서스,LX,2025-06-01,30
렉서스,LX,2025-07-01,41
렉서스,LX,2025-08-01,29
렉서스,LX,2025-09-01,38
렉서스,LX,2025-10-01,48
렉서스,LX,2025-11-01,39
렉서스,LX,2025-12-01,35
렉서스,RX,2025-01-01,116
렉서스,RX,2025-02-01,149
렉서스,RX,2025-03-01,183
렉서스,RX,2025-04-01,184
렉서스,RX,2025-05-01,166
렉서스,RX,2025-06-01,217
렉서스,RX,2025-07-01,257
렉서스,RX,2025-08-01,255
렉서스,RX,2025-09-01,282
렉서스,RX,2025-10-01,176
렉서스,RX,2025-11-01,139
렉서스,RX,2025-12-01,25
렉서스,LS,2025-01-01,8
렉서스,LS,2025-02-01,7
렉서스,LS,2025-03-01,10
렉서스,LS,2025-04-01,14
렉서스,LS,2025-05-01,5
렉서스,LS,2025-06-01,8
렉서스,LS,2025-07-01,9
렉서스,LS,2025-08-01,5
렉서스,LS,2025-09-01,7
렉서스,LS,2025-10-01,3
렉서스,LS,2025-11-01,17
렉서스,LS,2025-12-01,7
링컨,Nautilus,2025-01-01,72
링컨,Nautilus,2025-02-01,61
링컨,Nautilus,2025-03-01,82
링컨,Nautilus,2025-04-01,58
링컨,Nautilus,2025-05-01,48
링컨,Nautilus,2025-06-01,57
링컨,Nautilus,2025-07-01,69
링컨,Nautilus,2025-08-01,46
링컨,Nautilus,2025-09-01,72
링컨,Nautilus,2025-10-01,40
링컨,Nautilus,2025-11-01,57
링컨,Nautilus,2025-12-01,52
링컨,Aviator,2025-01-01,58
링컨,Aviator,2025-02-01,54
링컨,Aviator,2025-03-01,50
링컨,Aviator,2025-04-01,67
링컨,Aviator,2025-05-01,47
링컨,Aviator,2025-06-01,37
링컨,Aviator,2025-07-01,53
링컨,Aviator,2025-08-01,12
링컨,Aviator,2025-09-01,15
링컨,Aviator,2025-10-01,2
링컨,Aviator,2025-11-01,1
링컨,Aviator,2025-12-01,1
GMC,Sierra,2025-01-01,14
GMC,Sierra,2025-02-01,21
GMC,Sierra,2025-03-01,26
GMC,Sierra,2025-04-01,21
GMC,Sierra,2025-05-01,25
GMC,Sierra,2025-06-01,12
GMC,Sierra,2025-07-01,24
GMC,Sierra,2025-08-01,24
GMC,Sierra,2025-09-01,18
GMC,Sierra,2025-10-01,23
GMC,Sierra,2025-11-01,13
GMC,Sierra,2025-12-01,21
폴스타,Polestar 4,2025-01-01,103
폴스타,Polestar 4,2025-02-01,71
폴스타,Polestar 4,2025-03-01,307
폴스타,Polestar 4,2025-04-01,179
폴스타,Polestar 4,2025-05-01,292
폴스타,Polestar 4,2025-06-01,118
폴스타,Polestar 4,2025-07-01,198
폴스타,Polestar 4,2025-08-01,252
폴스타,Polestar 4,2025-09-01,361
폴스타,Polestar 4,2025-10-01,286
폴스타,Polestar 4,2025-11-01,371
폴스타,Polestar 4,2025-12-01,73
포르쉐,Taycan,2025-01-01,122
포르쉐,Taycan,2025-02-01,120
포르쉐,Taycan,2025-03-01,245
포르쉐,Taycan,2025-04-01,149
포르쉐,Taycan,2025-05-01,124
포르쉐,Taycan,2025-06-01,137
포르쉐,Taycan,2025-07-01,245
포르쉐,Taycan,2025-08-01,160
포르쉐,Taycan,2025-09-01,135
포르쉐,Taycan,2025-10-01,171
